symbol,event_date,sector,volume_z,short_mom_bps,med_mom_bps,long_mom_bps,peer_drift_bps,sector_drift_bps,peer_dispersion_bps,realized_vol_21d_pct,vix_t1,usdinr_change_5d_bps,in10y_change_5d_bps,trust_score_pct,trust_tier,liq_decile,dte_monthly_exp,quarter,stock_event_ret_bps,sector_event_ret_bps,excess_event_ret_bps,direction_proxy,regime,ret_h1_bps,ret_h3_bps,ret_h5_bps,ret_h10_bps,ret_h21_bps
AUBANK,2022-01-28,Banks,-0.1044,172.64,2616.33,864.88,195.44,195.44,319.43,38.7188,,99.59,13.8,83.3,HIGH,4,27,1,-32.53,-27.82,-4.71,MISS_LIKE,NEUTRAL,-32.53,558.91,824.25,801.52,-321.39
AUBANK,2022-04-26,Banks,1.5824,-362.9,1027.03,1599.3,-112.94,-112.94,184.01,30.6972,,39.57,-10.8,83.3,HIGH,4,2,2,340.41,179.44,160.96,BEAT_LIKE,NEUTRAL,340.41,288.18,15.71,-776.14,-585.12
AUBANK,2022-07-19,Banks,-0.4381,-342.29,-926.49,-1171.58,116.9,116.9,239.75,30.6493,,69.21,4.6,83.3,HIGH,4,9,3,160.61,219.77,-59.16,MISS_LIKE,RISK-ON,160.61,529.39,438.76,861.74,1590.94
AUBANK,2022-10-19,Banks,0.0767,631.32,-425.47,-1184.26,422.79,422.79,303.45,43.515,,14.85,-0.9,83.3,HIGH,4,8,4,5.59,5.96,-0.36,MISS_LIKE,NEUTRAL,5.59,-739.29,-810.42,-143.86,-214.2
AUBANK,2023-01-19,Banks,-0.6761,21.49,-605.88,1127.54,-18.1,-18.1,235.07,21.3626,,41.3,3.9,83.3,HIGH,4,7,1,-131.06,-22.73,-108.33,MISS_LIKE,NEUTRAL,-131.06,181.1,-216.04,-65.93,-254.17
AUBANK,2023-04-25,Banks,0.2953,-420.6,1454.45,606.28,23.79,23.79,241.19,60.6514,,-17.66,-11.0,83.3,HIGH,4,2,2,-56.48,61.98,-118.46,MISS_LIKE,NEUTRAL,-56.48,-292.97,302.76,545.26,1536.38
AUBANK,2023-07-24,Banks,-0.7772,-1.95,371.36,2234.25,165.84,165.84,255.72,24.0201,,-7.31,1.3,83.3,HIGH,4,3,3,-366.87,-22.46,-344.41,MISS_LIKE,RISK-ON,-366.87,-460.05,-548.68,-370.13,-505.67
AUBANK,2023-10-30,Banks,0.1322,-138.61,-746.23,722.46,-244.07,-244.07,279.24,18.5403,,13.5,-1.4,83.3,HIGH,4,31,4,-349.95,-4.77,-345.18,MISS_LIKE,NEUTRAL,-349.95,-310.82,-302.13,132.59,842.63
AUBANK,2024-01-25,Banks,1.2541,-266.04,-419.73,-391.63,-130.57,-130.57,421.52,28.9017,,-6.25,1.8,83.3,HIGH,4,0,1,-398.78,7.92,-406.7,MISS_LIKE,RISK-ON,-398.78,-1519.16,-1387.59,-1921.33,-1862.33
AUBANK,2024-04-24,Banks,-0.1409,-63.58,885.87,-1407.63,242.14,242.14,239.04,24.5671,,-43.99,-2.6,83.3,HIGH,4,1,2,155.05,1.8,153.24,BEAT_LIKE,NEUTRAL,155.05,-159.15,395.41,251.85,182.94
AXISBANK,2022-01-24,Banks,0.4674,-2.1,674.16,-567.91,-337.29,-337.29,188.16,23.021,,20.79,-1.6,94.5,HIGH,6,3,1,-110.88,-206.83,95.96,BEAT_LIKE,CAUTION,-110.88,861.05,849.82,1082.1,935.44
AXISBANK,2022-04-28,Banks,-0.4619,-447.74,406.25,-937.17,-192.34,-192.34,184.71,20.6285,,48.53,-6.1,94.5,HIGH,6,0,2,181.49,57.55,123.94,BEAT_LIKE,RISK-ON,181.49,-503.33,-829.74,-1517.82,-1013.19
AXISBANK,2022-07-25,Banks,0.2838,675.68,1543.57,40.64,484.53,484.53,290.49,22.5795,,-21.25,-2.3,94.5,HIGH,6,3,3,-46.53,-60.82,14.29,BEAT_LIKE,RISK-ON,-46.53,-161.48,-82.11,-30.79,265.48
AXISBANK,2022-10-20,Banks,0.309,347.26,210.4,458.2,569.21,569.21,275.8,30.8319,,100.8,2.9,94.5,HIGH,6,7,4,-48.2,5.25,-53.46,MISS_LIKE,NEUTRAL,-48.2,959.21,1027.9,412.12,484.42
AXISBANK,2023-01-23,Banks,-0.2994,190.55,264.17,3004.68,-203.62,-203.62,240.92,19.4555,,-82.24,2.0,94.5,HIGH,6,3,1,23.1,13.95,9.15,BEAT_LIKE,NEUTRAL,23.1,-410.51,-630.81,-514.75,-929.56
AXISBANK,2023-04-27,Banks,2.0547,217.55,457.71,-141.6,151.95,151.95,294.14,15.1874,,-46.26,-10.4,94.5,HIGH,6,0,2,-70.41,84.32,-154.73,MISS_LIKE,RISK-ON,-70.41,-191.52,-244.47,93.51,442.74
AXISBANK,2023-07-26,Banks,-0.185,-18.67,30.53,374.52,-0.58,-0.58,272.95,13.9106,,-24.37,2.8,94.5,HIGH,6,1,3,148.57,144.88,3.7,BEAT_LIKE,NEUTRAL,148.57,-130.39,-27.01,-99.74,195.84
AXISBANK,2023-10-25,Banks,-0.9464,-434.01,-529.83,940.54,-519.97,-519.97,331.25,21.9978,,-18.2,5.4,94.5,HIGH,6,1,4,-91.78,-59.54,-32.23,MISS_LIKE,NEUTRAL,-91.78,398.73,182.0,586.95,360.36
AXISBANK,2024-01-23,Banks,1.0322,-26.35,193.08,1578.87,-236.19,-236.19,431.92,20.3508,,32.22,3.6,94.5,HIGH,6,2,1,-244.5,-234.75,-9.76,MISS_LIKE,NEUTRAL,-244.5,-665.44,-559.31,-595.58,-289.73
AXISBANK,2024-04-24,Banks,0.4947,36.6,202.95,507.07,236.57,236.57,244.86,18.8592,,-43.99,-2.6,94.5,HIGH,6,1,2,71.04,6.47,64.57,BEAT_LIKE,NEUTRAL,71.04,706.13,1043.33,690.5,1120.06
BANDHANBNK,2021-11-09,Banks,1.9991,269.33,-1005.93,-28.53,288.41,288.41,619.36,57.1599,,-122.36,-8.6,0.0,LOW,7,16,4,385.79,68.35,317.43,BEAT_LIKE,RISK-ON,385.79,384.09,578.68,372.25,-428.09
BANDHANBNK,2022-01-21,Banks,0.1946,114.65,1581.08,-129.01,-129.08,-129.08,178.34,26.729,,42.06,2.6,0.0,LOW,7,6,1,-148.36,-213.48,65.12,BEAT_LIKE,NEUTRAL,-148.36,806.8,566.76,648.44,468.41
BANDHANBNK,2022-05-13,Banks,-0.3356,-459.54,-579.22,-89.61,-683.29,-683.29,400.87,29.5172,,59.26,-20.7,0.0,LOW,7,13,2,437.29,101.35,335.94,BEAT_LIKE,NEUTRAL,437.29,1229.66,337.0,401.12,639.49
BANDHANBNK,2022-07-22,Banks,-0.0636,479.1,187.02,-670.29,719.83,719.83,420.37,33.0026,,11.28,0.2,0.0,LOW,7,6,3,97.09,71.63,25.46,BEAT_LIKE,RISK-ON,97.09,-443.07,-97.09,-157.11,-111.21
BANDHANBNK,2022-10-28,Banks,-0.5702,16.65,296.69,-1886.71,465.33,465.33,508.11,27.6984,,-52.16,-6.4,0.0,LOW,7,27,4,-197.64,-20.94,-176.69,MISS_LIKE,EUPHORIA,-197.64,-1283.71,-1368.67,-1638.34,-1712.23
BANDHANBNK,2023-01-20,Banks,-0.8611,-73.53,194.18,-1623.82,-123.14,-123.14,248.91,28.5981,,-4.92,1.4,0.0,LOW,7,6,1,38.09,-5.44,43.54,BEAT_LIKE,NEUTRAL,38.09,512.17,167.19,-361.91,-25.4
BANDHANBNK,2023-05-19,Banks,-0.1856,310.59,1383.25,664.34,-4.74,-4.74,183.07,18.2556,,63.81,-1.2,0.0,LOW,7,6,2,-247.95,40.4,-288.35,MISS_LIKE,NEUTRAL,-247.95,401.64,827.87,997.95,407.79
BANDHANBNK,2023-07-14,Banks,0.2094,-627.58,-1455.16,-1271.99,-68.85,-68.85,324.85,31.0533,,-68.39,-8.8,0.0,LOW,7,13,3,268.77,125.08,143.68,BEAT_LIKE,NEUTRAL,268.77,-69.51,-192.31,34.75,581.42
BANDHANBNK,2023-10-18,Banks,-0.7063,-363.82,-387.01,1311.85,1.67,1.67,101.67,29.203,,10.22,2.1,0.0,LOW,7,8,4,-66.75,-128.73,61.98,BEAT_LIKE,NEUTRAL,-66.75,-592.41,-894.87,-1093.03,-947.02
BANDHANBNK,2024-02-09,Banks,-0.0376,-644.39,-883.35,-549.62,35.79,35.79,763.05,19.9186,,-2.53,3.2,0.0,LOW,7,20,1,95.73,80.59,15.13,BEAT_LIKE,CAUTION,95.73,-705.11,-784.5,-490.31,-1043.66
BANKBARODA,2021-11-10,Banks,0.2736,395.89,2071.51,4479.24,90.63,90.63,446.41,40.9068,,-69.62,-6.7,99.0,HIGH,6,15,4,-531.26,-127.33,-403.94,MISS_LIKE,RISK-ON,-531.26,-470.15,-902.68,-1222.38,-1325.81
BANKBARODA,2022-02-07,Banks,1.3231,-92.98,2303.7,2922.99,235.3,235.3,269.57,42.2575,,11.95,19.5,99.0,HIGH,6,17,1,600.66,-118.72,719.38,BEAT_LIKE,NEUTRAL,600.66,778.98,656.97,-112.62,-854.06
BANKBARODA,2022-05-13,Banks,-0.7612,-848.02,-2015.79,-968.5,-661.71,-661.71,401.88,32.7116,,59.26,-20.7,99.0,HIGH,6,13,2,-109.32,131.72,-241.04,MISS_LIKE,NEUTRAL,-109.32,635.09,26.03,239.46,942.22
BANKBARODA,2022-05-31,Banks,-0.465,600.21,-1005.31,1429.38,432.17,432.17,299.81,44.3992,,10.16,5.0,99.0,HIGH,6,30,2,-128.02,-100.7,-27.31,MISS_LIKE,RISK-ON,-128.02,206.79,49.24,-157.56,301.11
BANKBARODA,2022-08-01,Banks,-0.1081,91.15,1990.72,1592.49,123.84,123.84,258.62,33.1057,,-46.1,-7.1,99.0,HIGH,6,24,3,4.3,227.43,-223.13,MISS_LIKE,NEUTRAL,4.3,412.9,141.93,455.91,1479.57
BANKBARODA,2022-11-07,Banks,-0.4896,-213.27,715.35,4187.95,141.3,141.3,359.34,31.5422,,-96.4,2.4,99.0,HIGH,6,17,4,954.69,160.69,794.0,BEAT_LIKE,NEUTRAL,954.69,1445.87,1338.64,1200.28,2065.03
BANKBARODA,2023-02-03,Banks,1.1214,-203.5,-1568.14,2652.98,47.68,47.68,329.99,49.055,,64.9,-9.1,99.0,HIGH,6,20,1,619.93,121.86,498.07,BEAT_LIKE,RISK-ON,619.93,941.25,999.67,1041.87,1223.63
BANKBARODA,2023-05-16,Banks,-0.2867,337.36,726.37,1112.12,106.37,106.37,242.69,22.4128,,17.23,-4.5,99.0,HIGH,6,9,2,144.14,-6.39,150.53,BEAT_LIKE,NEUTRAL,144.14,-190.37,-152.3,-5.44,184.93
BANKBARODA,2023-08-07,Banks,0.3175,-536.6,-844.5,2746.07,-141.62,-141.62,232.24,24.7442,,54.78,2.1,99.0,HIGH,6,24,3,-101.91,-18.73,-83.18,MISS_LIKE,NEUTRAL,-101.91,141.1,67.94,-23.52,232.56
BANKBARODA,2023-11-06,Banks,-0.8088,279.95,-411.67,1443.59,182.36,182.36,161.51,30.963,,-12.61,-5.2,99.0,HIGH,6,24,4,-402.36,42.26,-444.61,MISS_LIKE,NEUTRAL,-402.36,-554.47,-439.16,-301.77,282.14
BANKBARODA,2024-01-31,Banks,1.0491,676.71,274.77,2007.59,194.0,194.0,505.6,31.843,,-3.61,-1.9,99.0,HIGH,6,29,1,427.46,138.1,289.36,BEAT_LIKE,NEUTRAL,427.46,749.63,541.17,932.83,1023.37
BANKINDIA,2021-11-02,Banks,0.8501,-234.44,671.38,-785.66,-364.23,-364.23,542.07,33.4229,,-14.01,2.5,6.0,LOW,7,23,4,355.96,255.22,100.74,BEAT_LIKE,RISK-ON,355.96,447.02,753.31,-99.34,-1001.66
BANKINDIA,2022-05-24,Banks,-0.9909,334.82,-655.9,-2159.19,-99.84,-99.84,311.24,38.818,,8.85,2.0,6.0,LOW,7,2,2,183.59,-55.89,239.48,BEAT_LIKE,CAUTION,183.59,-129.59,496.76,97.19,-831.53
BANKINDIA,2022-08-02,Banks,0.2234,581.27,1248.97,-542.99,467.45,467.45,414.91,28.7579,,-111.5,-12.7,6.0,LOW,7,23,3,254.32,236.58,17.75,BEAT_LIKE,RISK-ON,254.32,-81.38,-101.73,295.02,356.05
BANKINDIA,2022-11-03,Banks,3.131,645.72,2896.41,3691.16,-151.97,-151.97,448.78,40.1712,,42.05,-0.8,6.0,LOW,7,21,4,491.8,156.94,334.87,BEAT_LIKE,NEUTRAL,491.8,1581.97,2081.97,2180.33,3860.66
BANKINDIA,2023-01-17,Banks,-0.3121,653.24,866.19,11458.33,79.16,79.16,272.35,60.2818,,3.19,1.4,6.0,LOW,7,9,1,-454.78,-86.79,-367.98,MISS_LIKE,NEUTRAL,-454.78,-797.14,-1047.52,-1548.29,-2008.18
BANKINDIA,2023-05-08,Banks,0.3548,261.9,1349.57,3948.22,-104.46,-104.46,314.46,30.0674,,-2.45,-10.2,6.0,LOW,7,17,2,-585.85,68.0,-653.84,MISS_LIKE,CAUTION,-585.85,-939.68,-1009.28,-1218.1,-1386.31
BANKINDIA,2023-07-28,Banks,0.4729,35.52,1746.36,-60.83,-36.45,-36.45,263.73,30.7898,,20.12,3.3,6.0,LOW,7,34,3,-88.5,31.54,-120.03,MISS_LIKE,CAUTION,-88.5,123.89,-129.79,171.09,253.69
BANKINDIA,2023-11-06,Banks,-0.4821,350.23,-991.81,1798.93,178.46,178.46,158.22,49.2008,,-12.61,-5.2,6.0,LOW,7,24,4,191.92,9.24,182.68,BEAT_LIKE,NEUTRAL,191.92,494.95,404.04,560.61,1782.83
BANKINDIA,2024-02-02,Banks,-0.061,1057.03,2709.79,7309.52,397.46,397.46,564.16,32.3816,,-26.45,-10.7,6.0,LOW,7,27,1,422.97,24.38,398.59,BEAT_LIKE,NEUTRAL,422.97,-804.68,-257.91,-168.5,-618.98
CANBK,2022-01-27,Banks,-0.3501,-306.48,1190.3,4879.03,-150.72,-150.72,322.25,38.5311,,44.67,6.4,98.2,HIGH,9,0,1,876.24,288.08,588.16,BEAT_LIKE,NEUTRAL,876.24,1425.02,2179.31,1754.74,-591.69
CANBK,2022-05-06,Banks,-0.8324,-362.35,-685.87,470.53,-428.57,-428.57,289.4,27.5296,,-20.28,24.8,98.2,HIGH,9,20,2,-240.27,-168.43,-71.84,MISS_LIKE,RISK-OFF,-240.27,-1114.57,-1423.81,-1681.87,-607.34
CANBK,2022-07-25,Banks,0.6554,678.32,2321.14,368.1,484.38,484.38,290.39,41.1159,,-21.25,-2.3,98.2,HIGH,9,3,3,-185.55,-53.09,-132.46,MISS_LIKE,RISK-ON,-185.55,-87.32,-294.7,-340.54,133.16
CANBK,2022-10-20,Banks,0.5197,1140.94,12.06,1046.31,525.12,525.12,242.28,48.7929,,100.8,2.9,98.2,HIGH,9,7,4,397.59,-19.51,417.1,BEAT_LIKE,NEUTRAL,397.59,863.45,1630.52,1849.4,2608.43
CANBK,2023-01-23,Banks,-0.7289,-126.91,939.81,4097.24,-185.99,-185.99,256.98,39.5935,,-82.24,2.0,98.2,HIGH,9,3,1,128.55,8.09,120.45,BEAT_LIKE,NEUTRAL,128.55,-404.45,-840.26,-761.88,-1254.12
CANBK,2023-05-08,Banks,-0.6284,34.65,1091.57,909.25,-91.83,-91.83,324.21,19.8891,,-2.45,-10.2,98.2,HIGH,9,17,2,-167.95,44.78,-212.73,MISS_LIKE,CAUTION,-167.95,-557.21,-676.5,-651.39,-205.62
CANBK,2023-07-24,Banks,0.4129,133.35,1237.95,999.58,158.32,158.32,258.54,29.8054,,-7.31,1.3,98.2,HIGH,9,3,3,45.84,-45.38,91.22,BEAT_LIKE,RISK-ON,45.84,-25.14,150.82,-277.98,-354.87
CANBK,2023-10-26,Banks,-0.4898,-486.76,-567.92,1952.05,-451.84,-451.84,339.71,26.2929,,-18.61,-1.0,98.2,HIGH,9,0,4,158.3,-139.86,298.17,BEAT_LIKE,NEUTRAL,158.3,815.55,835.33,883.39,1019.08
CANBK,2024-01-24,Banks,0.1888,-194.65,700.62,3408.82,-500.98,-500.98,512.48,23.9244,,7.94,2.8,98.2,HIGH,9,1,1,-35.09,101.0,-136.1,MISS_LIKE,NEUTRAL,-35.09,409.08,572.49,2111.21,2770.34
COFORGE,2022-01-27,IT_Services,-0.2643,-1158.6,-1545.43,177.11,-903.93,-903.93,631.67,40.2723,,44.67,6.4,31.5,LOW,5,0,1,-796.48,-408.53,-387.96,MISS_LIKE,NEUTRAL,-796.48,66.61,86.06,-9.67,-1137.4
COFORGE,2022-05-12,IT_Services,0.5459,-1078.72,-1489.89,-2893.79,-683.74,-683.74,412.03,40.9142,,119.0,-18.8,31.5,LOW,5,14,2,-181.91,-198.31,16.4,BEAT_LIKE,NEUTRAL,-181.91,199.11,614.66,-687.21,-427.7
COFORGE,2022-07-22,IT_Services,0.4738,716.56,-157.93,-3263.42,661.22,661.22,398.1,36.0207,,11.28,0.2,31.5,LOW,5,6,3,291.93,-45.65,337.58,BEAT_LIKE,RISK-ON,291.93,225.64,622.25,811.08,253.91
COFORGE,2022-10-20,IT_Services,-0.418,491.07,1419.87,-359.53,-23.38,-23.38,385.76,30.1449,,100.8,2.9,31.5,LOW,5,7,4,120.53,71.34,49.19,BEAT_LIKE,NEUTRAL,120.53,170.37,198.96,-13.26,-101.82
COFORGE,2023-01-20,IT_Services,-0.2796,211.36,208.33,1294.5,75.39,75.39,280.42,24.8755,,-4.92,1.4,31.5,LOW,5,6,1,341.48,-46.44,387.92,BEAT_LIKE,NEUTRAL,341.48,901.16,825.78,909.08,977.06
COFORGE,2023-04-27,IT_Services,-0.07,341.55,520.46,290.09,225.24,225.24,285.39,37.658,,-46.26,-10.4,31.5,LOW,5,0,2,272.84,182.88,89.96,BEAT_LIKE,RISK-ON,272.84,474.05,408.88,507.61,1361.38
COFORGE,2023-07-20,IT_Services,0.8322,253.29,694.63,2664.84,488.47,488.47,346.94,23.2761,,0.61,0.1,31.5,LOW,5,7,3,-115.87,-17.4,-98.48,MISS_LIKE,RISK-ON,-115.87,-308.15,-327.73,-243.75,131.11
COFORGE,2023-10-19,IT_Services,-0.1247,-9.42,-816.61,3163.1,-104.22,-104.22,326.2,16.5575,,0.6,5.1,31.5,LOW,5,7,4,32.8,19.13,13.67,BEAT_LIKE,NEUTRAL,32.8,-347.01,-368.61,-32.43,1252.94
COFORGE,2024-01-23,IT_Services,0.1166,-300.42,469.09,3260.01,95.14,95.14,883.12,28.4094,,32.22,3.6,31.5,LOW,5,2,1,-333.19,-206.18,-127.0,MISS_LIKE,NEUTRAL,-333.19,-327.81,-265.85,257.05,233.91
ETERNAL,2022-02-10,IT_Services,-0.6891,-298.66,-2825.59,-2476.04,-41.97,-41.97,236.02,100.1905,,21.97,-9.1,26.6,LOW,10,14,1,26.54,20.84,5.7,BEAT_LIKE,CAUTION,26.54,-1220.81,-536.09,-1666.67,-1581.74
ETERNAL,2022-05-23,IT_Services,0.5009,292.55,-2770.86,-6378.67,33.73,33.73,264.99,74.0934,,4.11,4.1,26.6,LOW,10,3,2,-172.27,87.56,-259.83,MISS_LIKE,CAUTION,-172.27,732.13,689.06,2428.94,1197.24
ETERNAL,2022-08-01,IT_Services,6.4371,-168.07,-1665.18,-5340.97,240.66,240.66,327.65,76.6373,,-46.1,-7.1,26.6,LOW,10,24,3,-106.84,84.98,-191.82,MISS_LIKE,NEUTRAL,-106.84,1848.29,1666.67,3728.63,3344.02
ETERNAL,2022-11-10,IT_Services,-0.7059,365.08,-494.9,2449.95,-97.02,-97.02,220.39,35.1001,,-167.33,-1.7,26.6,LOW,10,14,4,-206.74,-66.82,-139.92,MISS_LIKE,RISK-OFF,-206.74,658.5,520.67,-543.65,-229.71
ETERNAL,2023-02-09,IT_Services,0.1826,1431.58,-73.13,-207.39,229.8,229.8,346.75,58.4251,,74.47,4.8,26.6,LOW,10,14,1,18.42,94.94,-76.53,MISS_LIKE,NEUTRAL,18.42,-460.41,-745.86,-248.62,-82.87
ETERNAL,2023-05-19,IT_Services,-0.1905,152.24,1885.55,-897.99,68.21,68.21,286.99,41.9154,,37.15,-5.1,26.6,LOW,10,6,2,181.53,135.82,45.71,BEAT_LIKE,NEUTRAL,181.53,-23.68,623.52,1231.26,1973.17
ETERNAL,2023-08-03,IT_Services,-0.2673,1185.57,1557.92,5710.41,176.02,176.02,243.91,45.5827,,21.08,7.8,26.6,LOW,10,28,3,-28.8,-30.05,1.25,BEAT_LIKE,CAUTION,-28.8,1244.24,841.01,501.15,1198.16
ETERNAL,2023-11-03,IT_Services,-0.5856,179.84,674.94,9935.13,113.62,113.62,339.87,36.8484,,-1.3,-2.9,26.6,LOW,10,27,4,832.17,89.67,742.5,BEAT_LIKE,NEUTRAL,832.17,1278.48,1329.61,1362.16,855.42
ETERNAL,2024-02-08,IT_Services,0.0658,-10.67,532.63,6175.11,368.75,368.75,479.93,42.2917,,3.62,1.0,26.6,LOW,10,21,1,263.53,33.51,230.02,BEAT_LIKE,CAUTION,263.53,954.42,844.02,1299.86,1396.01
